Date,Row Type,Campaign ID,Campaign,Campaign Link,Ad Channel,Status,Ad Set ID,Ad Set,Ad Creative ID,Ad Creative,Keyword ID,Display ID,Created at,clicks,ad_network_clicks,tracker_clicks,impressions,"installs (per-day, not summable)",onboards,cr,revenue,Revenue Count,spend,"roas (per-day, not summable)","active_users (per-day, not summable)","cpi (per-day, not summable)",cpa,"click_through_installs (per-day, not summable)","view_through_installs (per-day, not summable)",ONE_TIME_count,ONE_TIME_total
2026-07-31,ad_set,GA_20000047514,Video_Views_Broad,,,Active,103204970659,Broad_Match_22,,,,AS-103204970659,02 Jul 26,2,2,0,266,1,0,0,0,0,53.9452,0,28,53.9452,0,1,0,,
2026-07-31,ad_set,GA_20000047514,Video_Views_Broad,,,Active,101723698889,Lookalike_1pct_9,,,,AS-101723698889,02 Jul 26,5,5,0,127,0,0,0,0,0,78.6447,0,23,0,0,0,0,,
2026-07-31,campaign,lre5e1,Search_Generic_Terms,,,Active,,,,,,lre5e1,27 May 26,27,0,27,0,13,7,53.84615384615385,6956,7,0,0,460,0,0,13,0,7,6956.00
2026-07-31,ad_creative,MFB_20000063352,Summer_Sale_Android,,,Active,100289791402,,102138975339,,,CR-102138975339,04 Jun 26,7,7,,496,0,,0,,,40.02,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000063352,Summer_Sale_Android,,,Active,100289791402,,100791415313,,,CR-100791415313,04 Jun 26,0,0,,31,0,,0,,,1.34,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000063352,Summer_Sale_Android,,,Active,100289791402,,102267178381,,,CR-102267178381,04 Jun 26,0,0,,5,0,,0,,,0.5,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000063352,Summer_Sale_Android,,,Active,100289791402,,103620526780,,,CR-103620526780,04 Jun 26,0,0,,106,0,,0,,,8.09,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000063352,Summer_Sale_Android,,,Active,100289791402,,101348363069,,,CR-101348363069,04 Jun 26,97,97,,10482,0,,0,,,588.73,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000063352,Summer_Sale_Android,,,Active,100289791402,,101932519446,,,CR-101932519446,04 Jun 26,0,0,,83,0,,0,,,3.89,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000063352,Summer_Sale_Android,,,Active,100289791402,,100655838002,,,CR-100655838002,04 Jun 26,2,2,,66,0,,0,,,16.65,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000063352,Summer_Sale_Android,,,Active,100289791402,,100235348934,,,CR-100235348934,04 Jun 26,1,1,,233,0,,0,,,13.94,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000063352,Summer_Sale_Android,,,Active,100289791402,,103258157859,,,CR-103258157859,04 Jun 26,346,346,,31666,0,,0,,,1740.18,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000063352,Summer_Sale_Android,,,Active,104269379297,,101103386155,,,CR-101103386155,04 Jun 26,208,208,,28376,0,,0,,,1978.05,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000063352,Summer_Sale_Android,,,Active,104269379297,,103212296771,,,CR-103212296771,04 Jun 26,0,0,,5,0,,0,,,0.12,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000063352,Summer_Sale_Android,,,Active,104269379297,,103545184155,,,CR-103545184155,04 Jun 26,74,74,,8938,0,,0,,,501.13,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000063352,Summer_Sale_Android,,,Active,104269379297,,102391895362,,,CR-102391895362,04 Jun 26,0,0,,9,0,,0,,,0.74,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000063352,Summer_Sale_Android,,,Active,104269379297,,100310398741,,,CR-100310398741,04 Jun 26,53,53,,6782,0,,0,,,395.8,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000071271,Brand_Search_IN,,,Active,102204111372,,101079722282,,,CR-101079722282,04 Jun 26,0,0,,24,0,,0,,,1.31,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000071271,Brand_Search_IN,,,Active,102204111372,,100524176285,,,CR-100524176285,04 Jun 26,0,0,,83,0,,0,,,8.37,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000071271,Brand_Search_IN,,,Active,102204111372,,104019132592,,,CR-104019132592,04 Jun 26,112,112,,14549,0,,0,,,741.11,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000071271,Brand_Search_IN,,,Active,102204111372,,104274606513,,,CR-104274606513,04 Jun 26,157,157,,23967,0,,0,,,1131.6,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000071271,Brand_Search_IN,,,Active,102204111372,,102899385832,,,CR-102899385832,04 Jun 26,4,4,,259,0,,0,,,34.89,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000071271,Brand_Search_IN,,,Active,103843929799,,102255173817,,,CR-102255173817,04 Jun 26,0,0,,187,0,,0,,,8.61,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000071271,Brand_Search_IN,,,Active,103843929799,,102683627975,,,CR-102683627975,04 Jun 26,37,37,,6121,0,,0,,,373.5,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000071271,Brand_Search_IN,,,Active,103843929799,,101752010739,,,CR-101752010739,04 Jun 26,32,32,,5238,0,,0,,,365.03,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000071271,Brand_Search_IN,,,Active,103843929799,,100966575674,,,CR-100966575674,04 Jun 26,2,2,,144,0,,0,,,30.43,0,,0,0,0,0,,
2026-07-31,ad_creative,MFB_20000071271,Brand_Search_IN,,,Active,103843929799,,101654598787,,,CR-101654598787,04 Jun 26,174,174,,29944,0,,0,,,2122.36,0,,0,0,0,0,,
2026-07-31,campaign,lrdd5f,Retargeting_Cart_Abandon,,,Active,,,,,,lrdd5f,17 Jul 26,38,0,38,0,6,0,0,0,0,0,0,124,0,0,6,0,,
2026-07-31,ad_set,GA_20000087109,App_Install_Prospecting,,,Active,101400727427,,,,,AS-101400727427,10 May 26,341,341,0,16722,4,4,100,3163,7,2898.5499,1.0912,43,724.6375,724.6375,3,1,7,3163.00
2026-07-31,ad_set,GA_20000087109,App_Install_Prospecting,,,Active,100444625846,,,,,AS-100444625846,10 May 26,375,375,0,21614,1,1,100,0,0,2569.9251,0,36,2569.9251,2569.9251,1,0,,
2026-07-31,ad_creative,lr5625,Festive_Push_iOS,,,Active,104016131112,Interest_Fitness_23,100158121292,Static_Offer_50Off_12,,CR-100158121292,18 Jul 26,2,2,,129,2,,0,1126,3,23.41,48.0991,2,11.705,0,2,0,3,1126.00
2026-07-31,ad_creative,lr5625,Festive_Push_iOS,,,Active,104016131112,Interest_Fitness_23,101127769046,Static_Product_Blue_13,,CR-101127769046,18 Jul 26,8,8,,860,1,,0,,,221.15,0,4,221.15,0,1,0,,
2026-07-31,ad_creative,lr5625,Festive_Push_iOS,,,Active,104016131112,Interest_Fitness_23,101244614913,Video_15s_Testimonial_14,,CR-101244614913,18 Jul 26,0,,,,1,1,100,394,1,,0,7,0,0,1,0,1,394.00
2026-07-31,ad_creative,lr5625,Festive_Push_iOS,,,Active,104016131112,Interest_Fitness_23,103725249516,,,CR-103725249516,18 Jul 26,5,5,,529,0,,0,,,120.61,0,,0,0,0,0,,
2026-07-31,ad_creative,lr5625,Festive_Push_iOS,,,Active,104016131112,Interest_Fitness_23,100987822627,Carousel_Bestsellers_15,,CR-100987822627,18 Jul 26,61,61,,4347,0,,0,,,1138.17,0,14,0,0,0,0,,
2026-07-31,ad_creative,lr5625,Festive_Push_iOS,,,Active,104016131112,Interest_Fitness_23,100996717621,Static_Offer_50Off_16,,CR-100996717621,18 Jul 26,5,5,,877,0,,0,,,186.79,0,6,0,0,0,0,,
2026-07-31,campaign,MFB_20000102947,Lookalike_Purchasers,,,Active,,,,,,MFB_20000102947,21 Jul 26,0,0,0,0,4,1,25,0,0,0,0,30,0,0,4,0,,
2026-07-31,ad_set,GA_20000110866,Video_Views_Broad,,,Active,103159621120,,,,,AS-103159621120,12 May 26,136,136,0,7114,3,1,33.33333333333333,375,1,826.8399,0.4535,20,275.6133,826.8399,3,0,1,375.00
2026-07-31,ad_set,GA_20000110866,Video_Views_Broad,,,Active,102160825766,,,,,AS-102160825766,12 May 26,228,228,0,10120,1,1,100,161,1,859.909,0.1872,17,859.909,859.909,1,0,1,161.00
2026-07-31,ad_set,GA_20000118785,Search_Generic_Terms,,,Active,100378080000,,,,,AS-100378080000,15 May 26,262,262,0,15001,3,2,66.66666666666666,1039,2,1872.7155,0.5548,16,624.2385,936.3578,3,0,2,1039.00
2026-07-31,ad_set,GA_20000118785,Search_Generic_Terms,,,Active,100340510666,,,,,AS-100340510666,15 May 26,153,153,0,11005,0,0,0,0,0,2183.1231,0,14,0,0,0,0,,
2026-07-31,ad_creative,lr4d20,Summer_Sale_Android,,,Active,101159791877,Lookalike_1pct_24,100563621442,Video_15s_Testimonial_10,,CR-100563621442,25 May 26,0,,,,1,1,100,,,,0,56,0,0,1,0,,
2026-07-31,ad_creative,lr4d20,Summer_Sale_Android,,,Active,103290842654,Remarketing_30d_25,104047918892,Video_15s_Testimonial_6,,CR-104047918892,25 May 26,0,,,,1,,0,2495,2,,0,77,0,0,1,0,2,2495.00
2026-07-31,ad_creative,lr4d20,Summer_Sale_Android,,,Active,100858748631,Core_Audience_26,101439622919,Static_Product_Blue_9,,CR-101439622919,25 May 26,0,,,,1,1,100,364,1,,0,128,0,0,1,0,1,364.00
2026-07-31,ad_set,GA_20000134623,Brand_Search_IN,,,Active,101794363015,,,,,AS-101794363015,10 May 26,143,143,0,8414,2,0,0,605,1,1338.2632,0.4521,26,669.1316,0,2,0,1,605.00
2026-07-31,ad_set,GA_20000134623,Brand_Search_IN,,,Active,103149479563,,,,,AS-103149479563,10 May 26,205,205,0,11306,1,2,200,553,1,1689.116,0.3274,16,1689.116,844.558,1,0,1,553.00
2026-07-31,ad_creative,lr08a8,Retargeting_Cart_Abandon,,,Active,103321551032,Broad_Match_27,100117896244,Static_Product_Blue_13,,CR-100117896244,19 Jul 26,17,17,,1451,1,1,100,323,1,216.6,1.4912,8,216.6,216.6,1,0,1,323.00
2026-07-31,ad_creative,lr08a8,Retargeting_Cart_Abandon,,,Active,103321551032,Broad_Match_27,101111903625,Static_Product_Blue_17,,CR-101111903625,19 Jul 26,79,79,,6398,1,,0,,,818.4,0,16,818.4,0,1,0,,
2026-07-31,ad_creative,lr08a8,Retargeting_Cart_Abandon,,,Active,103321551032,Broad_Match_27,102817122795,Static_Offer_50Off_12,,CR-102817122795,19 Jul 26,5,5,,212,0,,0,,,36.83,0,1,0,0,0,0,,
2026-07-31,ad_creative,lr08a8,Retargeting_Cart_Abandon,,,Active,103321551032,Broad_Match_27,102235915525,Video_15s_Testimonial_18,,CR-102235915525,19 Jul 26,22,22,,1538,0,,0,,,296.83,0,4,0,0,0,0,,
2026-07-31,ad_creative,lr08a8,Retargeting_Cart_Abandon,,,Active,103321551032,Broad_Match_27,100597713190,Video_15s_Testimonial_14,,CR-100597713190,19 Jul 26,6,6,,234,0,,0,,,42.33,0,5,0,0,0,0,,
2026-07-31,ad_creative,lr08a8,Retargeting_Cart_Abandon,,,Active,103321551032,Broad_Match_27,100120385717,Carousel_Bestsellers_15,,CR-100120385717,19 Jul 26,14,14,,727,0,,0,,,159.43,0,2,0,0,0,0,,
2026-07-31,ad_creative,lr08a8,Retargeting_Cart_Abandon,,,Active,103321551032,Broad_Match_27,101052891722,,,CR-101052891722,19 Jul 26,11,11,,632,0,,0,,,82.55,0,,0,0,0,0,,
2026-07-31,campaign,lr460d,App_Install_Prospecting,,,Active,,,,,,lr460d,27 May 26,2,0,2,0,2,2,100,234,1,0,0,65,0,0,2,0,1,234.00
2026-07-31,ad_creative,GA_20000158380,Festive_Push_iOS,,,Active,101656006506,,103006377632,,,CR-103006377632,12 May 26,0,,,,2,3,150,1796,3,,0,39,0,0,1,1,3,1796.00
2026-07-31,ad_set,GA_20000166299,Lookalike_Purchasers,,,Active,100469913628,Interest_Fitness_28,,,,AS-100469913628,10 May 26,0,0,0,0,2,3,150,4011,4,0,0,283,0,0,2,0,4,4011.00
2026-07-31,ad_creative,GA_20000174218,Video_Views_Broad,,,Active,101939606986,,102173253140,,,CR-102173253140,15 May 26,0,,,,2,,0,180,1,,0,22,0,0,2,0,1,180.00
2026-07-31,campaign,GA_20000182137,Search_Generic_Terms,,,Active,,,,,,GA_20000182137,07 Jul 26,45,45,0,3819,1,0,0,0,0,239.89,0,0,239.89,0,0,0,,
2026-07-31,ad_set,GA_20000190056,Summer_Sale_Android,,,Active,100742389912,Lookalike_1pct_29,,,,AS-100742389912,09 May 26,0,0,0,0,1,2,200,3970,10,0,0,418,0,0,1,0,10,3970.00
2026-07-31,ad_set,GA_20000197975,Brand_Search_IN,,,Active,101612755728,,,,,AS-101612755728,10 May 26,661,661,0,34821,1,1,100,915,1,3383.1896,0.2705,55,3383.1896,3383.1896,1,0,1,915.00
2026-07-31,ad_set,GA_20000197975,Brand_Search_IN,,,Active,101182728122,,,,,AS-101182728122,10 May 26,499,499,0,22549,0,0,0,0,0,2600.3491,0,38,0,0,0,0,,
